SubjektUri,SubjektDe,SubjektEn,SubjektAltDe,SubjektAltEn,SubjektTyp ,Relation,Objekt,SeiteRelation,RestrictionOnProperty,RestrictionObject,RestrictionType,Definition,SeiteDefinition,Kapitel,Kommentar
LeistungspotenzialInformationsfunktion,Leistungspotenzial der Informationsfunktion,,,,EntityType,rdfs:subClassOf,Leistungspotenzial,,,,,,,,hinzugefügt
Leistungspotenzial,Leistungspotenzial,Performance Potential,,,EntityType,,,,,,,durch Art und Umfang der Informations- und Kommunikationsaufgaben möglicher Beitrag der Informationsfunktion zum Unternehmenserfolg.,17,ERMOD,
Leistungssicht,Leistungssicht,,,,EntityType,,,,,,,,49,ARCHI,
Leistungssicht,Leistungssicht,,,,EntityType,,,,meta:isDecomposedIn,MaterielleLeistung,someValuesFrom,,49,,
Leistungssicht,Leistungssicht,,,,EntityType,,,,meta:isDecomposedIn,ImmaterielleLeistung,someValuesFrom,,49,,
Leitfaden,Leitfaden,Guideline,,,EntityType,,,,,,,,19,ERMOD,
Leitlinie,Leitlinie,,,,EntityType,,,,,,,,115,,
Leitlinie,Leitlinie,,,,EntityType,,,,meta:isDecomposedIn,OrganisatorischeLeitlinie,someValuesFrom,,115,,
Leitlinie,Leitlinie,,,,EntityType,,,,meta:isDecomposedIn,TechnischeLeitlinie,someValuesFrom,,115,,
Leitlinie,Leitlinie,,,,EntityType,,,,meta:isDecomposedIn,SozialeLeitlinie,someValuesFrom,,115,,
Leitlinie,Leitlinie,,,,EntityType,,,,meta:isDecomposedIn,RechtlicheLeitlinie,someValuesFrom,,115,,
LeitungsaufgabeDerInformationsinfrastruktur,Leitungsaufgabe der Informationsinfrastruktur,,,,Function,,,,meta:uses,Architektur,someValuesFrom,,44,,
Leitungsstruktur,Leitungsstruktur,Management Structure,,,EntityType,,,,,,,,47,ARCHI,
Lenkungsausschuss,Lenkungsausschuss,Steering Committee,,,Role,,,,,,,,25,ERMOD,
Lenkungsausschuss,Lenkungsausschuss,steering committee,,,Role,,,,,,,"Gremium, das Aufgaben der strategischen IT-Planung wahrnimmt (z.B. über IT-Investitionen entscheidet).","137, 130, 200, 205, 207",,
Lieferant,Lieferant,Vendor,,,Role,,,,,,,,47,ARCHI,
Lieferbereitschaft,Lieferbereitschaft,,,,EntityType,rdfs:subClassOf,Wettbewerbsfaktor,,,,,,96,,
Lieferbereitschaftsgrad,Lieferbereitschaftsgrad,,,,EntityType,rdfs:subClassOf,Wettbewerbsfaktor,,,,,,96,,
Linienmanager,Linienmanager,Line Management,Linienmanagement,,Role,,,,,,,,37,STELL,
LoseKopplung,Lose Kopplung,,,,EntityType,rdfs:subClassOf,Gestaltungsprinzip,,,,,"Das Prinzip der losen Kopplung besagt, dass die Kopplung
zwischen den Komponenten einer Architektur möglichst niedrig sein soll, wobei Kopplung
die Stärke der Verbindungen zwischen bzw. den Grad der Abhängigkeit der Komponenten
voneinander charakterisiert.",52,,
LowerManagement,Lower Management,,,,Role,,,,meta:isResponsibleForFunction,OperativesInformationsmanagement,someValuesFrom,"Operator, Helpdesk-Manager",25,ERMOD,
LowerManagement,Lower Management,,,,Role,,,,meta:isDecomposedInIn,Operator,someValuesFrom,,25,ERMOD,
LowerManagement,Lower Management,,,,Role,,,,meta:isDecomposedInIn,HelpdeskManager,someValuesFrom,,25,ERMOD,
ManagementderAnforderungen,Management der Anforderungen,Requirements Management,,,EntityType,,,,,,,"Im Zentrum des Vorgehensmodells steht das Management der
Anfordemngen. DIe zentrale Stellung soll verdeutlichen, dass Anfordemngen an die Architektu~
während der gesamten Entwicklung erhoben und überpIüft werden sowie ggf. in die
EntwIcklung Eingang finden müssen.",50,,
ManagementderArchitekturderInformationsinfrastruktur,Management der Architektur der Informationsinfrastruktur,,,,Function,,,,meta:isAssociatedWith,Informationsinfrastruktur,someValuesFrom,,44,,
ManagementderItArchitektur,Management der IT -Architektur,,,,Function,,,,meta:isAssociatedWith,Informationssystem,someValuesFrom,,44,,
Managementebene,Managementebene,,,,EntityType,,,,,,,,23,,
Managementsystem,Managementsystem,Management System,,,EntityType,,,,,,,,19,ERMOD,
Mangel,Mangel,,,,EntityType,rdfs:subClassOf,Fehler,,,,,"Fehler, der den Wert oder die Tauglichkeit zum gewöhnlichen oder vertraglich vereinbarten Gebrauch mindert oder aufhebt.",67,RECHT,
Massnahmenplanung,Maßnahmenplanung,Action Planning,,,Function,,,,,,,,25,ERMOD,
Massnahmenplanung,Maßnahmenplanung,,,,Function,,,,,,,,114,,
Massnahmenplanung,Maßnahmenplanung,,,,Function,,,,meta:uses,Strategie,someValuesFrom,,114,,
MeanTimeBetweenFailures,Mean Time Between Failures,MTBF,,,EntityType,,,,,,,(mittlerer Zeitabstand zwischen zwei Ausfällen); Maßeinheit für Verfügbarkeit (üblicherweise in Tagen oder Monaten),103,,
MeanTimeToFailure,Mean Time To Failure,MTTF,,,EntityType,,,,,,,(mittlere Zeitdauer bis zu einem Ausfall); Maßeinheit für Verfügbarkeit (üblicherweise in Stunden).,103,,
Messe,Messe,,,,EntityType,rdfs:subClassOf,Beobachtungsobjekt,,,,,,98,,
MessenderZielerreichung,Messen der Zielerreichung,,,,Function,rdfs:subClassOf,Messen,,,,,,202;manuell hinzugefügt,,
Metamodell,Metamodell,Metamodel,,,EntityType,,,,,,,,43,ARCHI,
Metamodell,Metamodell,architecture frameworks,,,EntityType,,,,meta:isAssociatedWith,Teilarchitektur,someValuesFrom,,47,,
Metaprojektmanagement,Metaprojektmanagement,,,,Function,,,,,,,"Es gibt den Rahmen vor, in dem Projekte geplant und abgewickelt werden. Teilaufgaben des Metaprojektmanagements sind: Festlegen bzw. Genehmigen der Planungsziele, Freigeben von Projekten bzw. Erteilen von Projektaufträgen, Zuweisen von Ressourcen an Projekte (z. B. Personal, Budget, Beh'iebsmittel), Festlegen der Form der Projektorganisation (vgl. Lemeinheit STRUK). Ernennen der Projektleitung und Regeln der Vorgesetztenfunktion, Entscheiden über Prioritäten zwischen mehreren offenen Projekten und Fällen von sh'ategischen Projektentscheidungen (z. B. Projektabbruch).","206, 207",,
Methode,Methode,"Method, Technik, Verfahren, Technique",,,EntityType,,,,,,,"Methode (von griech. methodos aus meta [nach ...  hin] und odos [der Weg]), das (einem Gegenstand) Nachgehen, der Weg zu etwas hin (von lat.  methodus), ein nach Mittel 
und  Zweck  planmäßiges  (methodisches)  Verfahren,  das  zu  technischer  Fertigkeit  bei  der Lösung theoretischer und praktischer Probleme führt (technische Methode, Arbeitsmethode, wissenschaftliche  Methode  oder  Forschungsmethode).",26,ERMOD,
Methodik,Methodik,Methodology,,,EntityType,,,,,,,"Methodik meint erstens die Anweisung zur folgerichtigen und zweckmäßigen Lösung eines in der Regel komplexen und/oder komplizierten praktischen oder wissenschaftlichen Problems und zweitens die Lehre von den Methoden und ihrer planmäßigen, praktischen oder wissenschaftlichen Anwendung.",20,ERMOD,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,,,21,meta:isBasedOn,Wirtschaftlichkeitsdenken,someValuesFrom,,,,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,,,21,meta:isBasedOn,Prozessdenken,someValuesFrom,,,,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,,,21,meta:isBasedOn,Innovationsdenken,someValuesFrom,,,,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,,,21,meta:isBasedOn,Nachhaltigkeitsdenken,someValuesFrom,,,,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,,,21,meta:isBasedOn,Qualitaetsdenken,someValuesFrom,,,,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,,,20,meta:isBasedOn,Systemdenken,someValuesFrom,,,,
MethodikInformationsmanagement,Methodik des Informationsmanagements,Methodology of Information Management,,,EntityType,rdfs:subClassOf,Methodik,,,,,,21,,
MiddleManagement,Middle Management,,,,Role,,,,meta:isResponsibleForFunction,AdministrativesInformationsmanagement,someValuesFrom,"Leitung IT-Abteilung, Leitung IT-Projekte",25,ERMOD,
MigrationPlanning,TOGAF-Phase F,Migration Planning,,,EntityType,,,,,,,"Ziel der Phase F ""Migration
Planning"" ist, die verschiedenen
Teilprojekte in eine
sinnvolle Reihenfolge zu bringen,
Interdependenzen zu klären sowie
Ziele zu definieren und Ressourcen
zuzuweisen.",51,ARCHI,
Mitbewerberanalyse,Mitbewerberanalyse,,,,EntityType,rdfs:subClassOf,Methode,,,,,"Es werden Informationssysteme von Mitbewerbern oder von Unternehmen anderer Branchen analysiert, von denen bekannt ist, dass sie Wettbewerbsvorteile schaffen.",99,,
MitgliedderUntemehmensleitung,Mitglied der Untemehmensleitung,,,,Role,,,,meta:isResponsibleForFunction,LeitungsaufgabederInformationsinfrastruktur,someValuesFrom,,44,,
Modell,Modell,Model,,,EntityType,,,,,,,"Modell (nach dem aus lat. modellus [Diminutiv, d. h. Verkleinerung von Modus, Maß] gebildeten itaI. modello) ist ein in der Umgangssprache und in der Fachsprache vieler Wissenschaften häufig verwendeter Begriff. Seine Bedeutung lässt sich allgemein als die konkrete, fassliche und leicht realisierbare Darstellung unübersichtlicher Gegenstände und Phänomene umschreiben.",18,ERMOD,
Modell,Modell,,,,EntityType,,,,,,,,manuell hinzugefügt,,
Modellvertrag,Modellvertrag,,,,EntityType,rdfs:subClassOf,Modell,,,,,,manuell hinzugefügt,,
Modellvertrag,Modellvertrag,,,,EntityType,rdfs:subClassOf,vertrag,,,,,,manuell hinzugefügt,,
ModerateStrategie,Moderate Strategie,,,,EntityType,rdfs:subClassOf,ITStrategie,114,,,,,115,,
ModerateStrategie,Moderate Strategie,,,,EntityType,,,114,meta:isAssociatedWith,Strategiecharakter,someValuesFrom,,115,,
ModerateStrategie,Moderate Strategie,,,,EntityType,,,,,,,Die moderate Strategie hat Merkmale der Momentum. Und der aggressiven Strategie; sie ist durch Pilotprojekte auf Basis strategischer Situationsanalysen gekennzeichnet.,115,,
ModerateStrategie,Moderate Strategie,,,,EntityType,rdfs:subClassOf,Strategie,,,,,,114,,
ModerateStrategie,Moderate Strategie,,,,EntityType,rdfs:subClassOf,ITStrategie,114,,,,,115,,
ModerateStrategie,Moderate Strategie,,,,EntityType,,,114,meta:isAssociatedWith,Strategiecharakter,someValuesFrom,,115,,
Modularitaetsprinzip,Modularitätsprinzip,,,,,rdfs:subClassOf,Architekturprinzip,,,,,"Das Modularitätsprinzip fordert, dass eine Architektur aus wohldefinierten Komponenten besteht, deren Aufgabenbereiche klar abgegrenzt sind.",52,ARCHI,
Modularitaetsprinzip,Modularitätsprinzip,,,,EntityType,rdfs:subClassOf,Gestaltungsprinzip,,,,,"Das Modularitätsprinzip fordert, dass eine Architektur
aus wohl definierten Komponenten besteht, deren Aufgabenbereiche klar abgegrenzt
sind.",52,,
MomentumStrategie,Momentum-Strategie,,,,EntityType,rdfs:subClassOf,ITStrategie,114,,,,,115,,
MomentumStrategie,Momentum-Strategie,,,,EntityType,,,114,meta:isAssociatedWith,Strategiecharakter,someValuesFrom,,115,,
MomentumStrategie,Momentum-Strategie,,,,EntityType,,,,,,,"Die Momentum-Strategie ist dadurch gekennzeichnet, dass die bestehende Infrastruktur auch zukünftigen strategischen Zielen genügt. Grundlegende Änderungen des istzustandes sind in naher Zukunft nicht erforderlich; man kann sich abwartend verhalten.",115,,
MomentumStrategie,Momentum-Strategie,,,,EntityType,rdfs:subClassOf,Strategie,,,,,,114,,
MomentumStrategie,Momentum-Strategie,,,,EntityType,rdfs:subClassOf,ITStrategie,114,,,,,115,,
MomentumStrategie,Momentum-Strategie,,,,EntityType,,,114,meta:isAssociatedWith,Strategiecharakter,someValuesFrom,,115,,
MonitorandEvaluate,Monitor and Evaluate,Überwachung und Evaluierung,,,Function,rdfs:subClassOf,COBITAufgabenbereich,,,,,"Überwachung und Evaluierung (ME - monitor and evaluate) prüft, in welchem Ausmaß die im ersten Aufgabenbereich formulierten Ziele erreicht werden.",59,GOVER,
Motivation(Why?),Motivation (Why?),,,,EntityType,rdfs:subClassOf,Frage,,,,,,48,,
Nachhaltigkeitsdenken,Nachhaltigkeitsdenken,Sustainable Thinking,,,EntityType,,,,,,,"Nachhaltigkeitsdenken heißt, dass das Managementhandeln darauf ausgerichtet ist, bei der Beschaffung, Nutzung und Verwertung von IT-Betriebsmitteln Ressourcen zu schonen und Umweltschäden zu vermeiden. Dieses Denken charakterisierende Bezeichnungen sind Öko-IT oder Green IT.",21,ERMOD,
Nachhaltigkeitsstrategie,Nachhaltigkeitsstrategie,,,,EntityType,,,,,,,,120,,
Nachhaltigkeitsstrategie,Nachhaltigkeitsstrategie,,,,EntityType,,,,meta:increases,Umweltschutz,someValuesFrom,,120,,
Network(Where?),Network (Where?),,,,EntityType,rdfs:subClassOf,Frage,,,,,,48,,
Nichtabstreitbarkeit,Nichtabstreitbarkeit,,,,EntityType,,,,,,,IT ermöglicht den Nachweis jeder Nutzung,108,,
Nichtabstreitbarkeit,Nichtabstreitbarkeit,,,,EntityType,rdfs:subClassOf,ItSicherheitsanforderung,,,,,,108,,
NichtZiele,Nicht-Ziele,,,,EntityType,,,,,,,,110,,
Norm,Norm,Norm,,,EntityType,,,,,,,,19,ERMOD,
Normstrategie,Normstrategie,norm strategy,,,EntityType,,,,,,,"Strategie, die bei Vorliegen bestimmter Ausprägungen von Evaluierungskriterien grundsätzlich empfehlenswert ist.",113,,
Normstrategie,Normstrategie,,,,EntityType,rdfs:subClassOf,Strategie,,,,,,113,,
Nutzen,Nutzen,"benefit, Nutzwert",,,EntityType,,,,,,,subjektiv beeinflusster Wert einer Handlungsalternative zur Befriedigung eines definierten Bedarfs.,103,,
NutzeneffektevonUnternehmensarchitekturen,Nutzeneffekte von Unternehmensarchitekturen,,,,EntityType,,,,meta:isAssociatedWith,improvedinteroperabilityamonginformationsystems,someValuesFrom,,53,,
NutzeneffektevonUnternehmensarchitekturen,Nutzeneffekte von Unternehmensarchitekturen,,,,EntityType,,,,meta:isAssociatedWith,improvedutilizationofIt,someValuesFrom,,53,,
NutzeneffektevonUnternehmensarchitekturen,Nutzeneffekte von Unternehmensarchitekturen,,,,EntityType,,,,meta:isAssociatedWith,aligningbusinessobjectiveswithIt,someValuesFrom,,53,,
NutzeneffektevonUnternehmensarchitekturen,Nutzeneffekte von Unternehmensarchitekturen,,,,EntityType,,,,meta:isAssociatedWith,moreeffectiveuseofItresources,someValuesFrom,,53,,
NutzeneffektevonUnternehmensarchitekturen,Nutzeneffekte von Unternehmensarchitekturen,,,,EntityType,,,,meta:isAssociatedWith,bettersituationalawareness,someValuesFrom,,53,,
Nutzungsrecht,Nutzungsrecht,Usufructuary Right,,,EntityType,,,,,,,"Recht, das den Inhaber einer Nutzungsbewilligung berechtigt, ein urheberrechtlich geschütztes Werk im vereinbarten Umfang zu nutzen.",Website;67,RECHT,
NutzungVonErfahrung,Nutzung von Erfahrung,,,,EntityType,rdfs:subClassOf,Methode,,,,,"Es wird versucht, Technologien, mit deren Anwendung auf
operativer Ebene Erfahrungen gesammelt wurden, zur Unterstützung strategischer Unternehmensziele
einzusetzen. Das Risiko einer Fehlinvestition ist hier gering, da vor der
Planung entsprechender Informationssysteme nicht erst die informationstechnologischen
Grundlagen geschaffen werden müssen, da sie zumindest teilweise - aus Erfahrung
bekannt sind.",99,,
Nutzwertanalyse,Nutzwertanalyse,,,,EntityType,,,,,,,,117,,
Obligationenrecht,Obligationenrecht,,OG (CH),,EntityType,rdfs:subClassOf,Gesetz,,,,,Obligationenrecht (Schweiz),Website;67,RECHT,
OECD,OECD ,Organisation for Economic Co-operation and Development,,,Role,,,,,,,Organisation for Economic Co-operation and Development; Organisation für wirtschaftliche Zusammenarbeit und Entwicklung.,55,GOVER,
Operationalitaet,Operationalität,,,,EntityType,,,,,,,"Operationalität heißt, dass jedem Objket und jeder Eigenschaft eine Metrik zugeordnet ist, mit der das Ausmaß der Zielerreichung vorgegeben und gemessen werden kann.",105,,
OperationellesRisiko,Operationelles Risiko,"Operational Risk, Operatives Risiko, Operationales Risiko",,,EntityType,rdfs:subClassOf,Risiko,,,,,"Risiko, das sich aus der betrieblichen Tätigkeit ergibt.",55,GOVER,
Operations,Aufgaben (Sicht der Aufgabenträger),Operations (Workers),,,EntityType,rdfs:subClassOf,Perspektive,,,,,Sicht der Aufgabenträger; Gestalt und Verhalten des Systems aus Sicht der Nutzer.,48,,
OperativeInformationsmanagementaufgabe,Operative Informationsmanagementaufgabe,,,,Function,,,,,,,,104,,
OperativeInformationsmanagementaufgabe,Operative Informationsmanagementaufgabe,,,,Function,,,,meta:uses,ErgebnisstrategischeZielplanung,someValuesFrom,,104,,
OperativeManagementebene,Operative Managementebene,,,,EntityType,rdfs:subClassOf,Managementebene,,,,,"Der operativen Ebene wird eine Aufgabe
dann zugeordnet, wenn sie den Betrieb oder die Nutzung der mit Zielen gestalteten und mit
entsprechenden Eigenschaften ausgestatteten Komponenten der Informationsfunktion (z. B.
Datenerfassung, Wissensgenerierung) oder der Infrastruktur betrifft (z. B. Benutzerservice, Problemmanagement); [...].",24,ERMOD,
OperativesInformationsmanagement,Operatives Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,BetriebKomponenteInfrastruktur,someValuesFrom,,24,ERMOD,
OperativesInformationsmanagement,Operatives Informationsmanagement,,,,Function,,,,meta:isDecomposedInIn,BetriebKomponenteInformationsfunktion,someValuesFrom,,24,ERMOD,
OperativesInformationsmanagement,Operatives Informationsmanagement,,,,Function,,,,meta:isAssociatedWith,OperativeManagementebene,someValuesFrom,,24,ERMOD,
OperativesInformationsmanagement,Operatives Informationsmanagement,,,,Function,rdfs:subClassOf,ImAufgabe,,,,,,25,,
OperativesInformationsmanagement,Operatives Informationsmanagement,Operational Information Management,,,Function,,,,,,,"Operatives Informationsmanagement befasst sich damit,  wie  Information für und durch die Benutzer beschafft, kommuniziert und genutzt wird.",26,ERMOD,
Operator,Operator,,,,Role,,,,,,,,25,ERMOD,
OpportunitiesAndSolutions,TOGAF-Phase E,Opportunities and Solutions,,,EntityType,,,,,,,"In Phase E ""Opportunities and Solutions"" geht es damm, unterschiedliche Implementiemngsoptionen
zu beschreiben und auszuwählen, einen ersten Plan für die Implementiemng der Architektur
zu entwickeln sowie
daraus abgeleitete Teilprojekte zu
definieren.",51,ARCHI,
Organisationssicht,Organisationssicht,,,,EntityType,,,,,,,,49,ARCHI,
Organisationssicht,Organisationssicht,,,,EntityType,,,,meta:isDecomposedIn,Aufbauorganisation,someValuesFrom,,49,,
Organisationssicht,Organisationssicht,,,,EntityType,,,,meta:isDecomposedIn,Aufgabentraeger,someValuesFrom,,49,,
Organisationsziel,Organisationsziel,organizational objective,,,EntityType,,,,,,,"Ziel als Element des Zielsystems einer Organisation, das von dem dafür zuständigen Management gesetzt wird.",113,,
organisatorischeFlexibilitaet,organisatorische Flexibilität,,,,EntityType,rdfs:subClassOf,Wettbewerbsfaktor,,,,,,96,,
OrganisatorischeInfrastruktur,Organisatorische Infrastruktur,Organizational Infrastructure,,,EntityType,,,,,,,Aufbau- und Ablauforganisation,19,ERMOD,
organisatorischeInfrastruktur,organisatorische Infrastruktur,,,,EntityType,,,,meta:isAssociatedWith,Aufbauorganisation,someValuesFrom,,97,,
organisatorischeInfrastruktur,organisatorische Infrastruktur,,,,EntityType,,,,meta:isAssociatedWith,Ablauforganisation,someValuesFrom,,97,,
OrganisatorischeLeitlinie,Organisatorische Leitlinie,,,,EntityType,,,,,,,"Die organisatorischen Leitlinien regeln die Aufgabendurchführung bei der Schaffung, Nutzung und Weiterentwicklung der Infrastruktur.",115,,
Organization(Who?),Organization  (Who?),,,,EntityType,rdfs:subClassOf,Frage,,,,,,48,,
OrganizationalPull,,Organizational Pull,,,EntityType,,,,,,,,205;manuell hinzugefügt,,
Parallelisierung,Parallelisierung,,,,EntityType,rdfs:subClassOf,Potenzialfaktor,,,,,,99,,
PersonelleInfrastruktur,Personelle Infrastruktur,Personnel Infrastructure,,,EntityType,,,,,,,IT-Personal und IT-Unterstützer,19,ERMOD,
PersonelleInfrastruktur,Personelle Infrastruktur,,,,EntityType,,,,meta:isDecomposedInIn,Stelle,someValuesFrom,,37,STELL,
PersonelleInfrastruktur,Personelle Infrastruktur,,,,EntityType,,,,,,,"Die Gesamtheit der Stellenbilder, der diesen entsprechenden Aufgabenprofile und der daraus abgeleiteten Anforderungsprofile an die Stelleninhaber ist die personelle Infrastruktur, eine der Komponenten der Informationsinfrastruktur.",37,STELL,
personelleInfrastruktur,personelle Infrastruktur,,,,EntityType,,,,meta:isAssociatedWith,ItPersonal,someValuesFrom,,97,,
personelleInfrastruktur,personelle Infrastruktur,,,,EntityType,,,,meta:isAssociatedWith,ItUnterstuetzer,someValuesFrom,,97,,
Plan,CobiT Plan,Plan,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Für jede Aufgabe wird definiert und bekannt gegeben, mit welchen Grundsätzen, Plänen und Verfahren die
Aufgabe geplant und entworfen, dokumentiert und überprüft sowie aufrechterhalten und verbessert wird.",61,GOVER,
PlanandOrganise,Plan and Organise,Planung und Organisation,,,Function,rdfs:subClassOf,COBITAufgabenbereich,,,,,"Planung und Organisation (PO - plan and organise) formuliert Ziele und schafft Voraussetzungen für die beiden folgenden Aufgabenbereiche (Beschaffung und Implementierung, Betrieb und Unterstützung).",59,GOVER,
planningIt,planningIT,,,,EntityType,rdfs:subClassOf,Softwarewerkzeug,,,,,,53,,
Planungssystematik,Planungssystematik,,,,EntityType,rdfs:subClassOf,Methode,,,,,"Es werden Systematiken der strategischen Planung (z. B. die
Systematisierung der Wettbewerbskräfte in Faktoren, welche die Wettbewerbsstruktur in
einem Markt bestimmen) verwendet. Die Wettbewerbskräfte werden bezüglich ihrer Beeinflussbarkeit
durch Technologieeinsatz untersucht. Dabei kann erkannt werden, wie
Austrittsbarrieren gegenüber Kunden bzw. von Eintrittsbarrieren gegenüber Mitbewerbern
aufgebaut werden.",99,,
Policy,CobiT Grundsatz,Policy,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Für jede Aufgabe wird definiert und bekannt gegeben, mit welchen Grundsätzen, Plänen und Verfahren die
Aufgabe geplant und entworfen, dokumentiert und überprüft sowie aufrechterhalten und verbessert wird.",61,GOVER,
Portfolio,Portfolio,portfolio,,,EntityType,,,,,,,"grafische Darstellung der Zieleinträge mehrerer Objekte mit zwei
Merkmalen in einem meist in Quadranten eingeteilten Koordinatensystem.",91,,
Portfolio,Portfolio,,,,EntityType,rdfs:subClassOf,Darstellungsmittel,,,,,,97,,
Portfolioanalyse,Portfolioanalyse,,,,Function,,,,meta:isAssociatedWith,ErmittlungBeurteilungWettbewerbsfaktoren,someValuesFrom,,96,,
PortfolioManagement,Portfolio Management,Val IT Portfolio Management,,,Function,rdfs:subClassOf,ValItAufgabenbereich,,,,,,63,GOVER,
Potenzfaktor,Potenzfaktor,potentical factor,,,EntityType,,,,,,,"Eigenschaft einer Technologie, die bei deren Nutzung
die Ausschöpfung des Nutzenpotenzials unterstützt (z. B. Erhöhung der Produktivität).",91,,
PraesentationvonTechnologieanbieter,Präsentation von Technologieanbieter,,,,EntityType,rdfs:subClassOf,Beobachtungsobjekt,,,,,,98,,
Preliminary,Einführende TOGAF-Phase,Preliminary,,,EntityType,,,,,,,"In der einführenden Phase ""Preliminmy"" werden an der Architekturentwicklung Beteiligte
und davon Betroffene zur konstmktiven Mitarbeit bewegt, Geltungsbereich und Rahmenbedingungen
der zu entwickelnden Architektur definiert sowie Methoden und Werkzeuge für
die Entwicklung a~sgewählt.",50,,
PrinzipderKohaesion,Prinzip der Kohäsion,,,,,rdfs:subClassOf,Architekturprinzip,,,,,"Das Prinzip der hohen Kohäsion fordert, dass der Zusammenhang der Elemente innerhalb einer Komponente möglichst hoch ist.",52,ARCHI,
PrinzipderlosenKopplung,Prinzip der losen Kopplung,,,,,rdfs:subClassOf,Architekturprinzip,,,,,"Das Prinzip der losen Kopplung besagt, dass die Kopplung zwischen den Komponenten einer Architektur möglichst niedrig sein soll, wobei Kopplung die Stärke der Verbindungen zwischen bzw. den Grad der Abhängigkeit der Komponenten voneinander charakterisiert.",52,ARCHI,
PrinzipEntwurfsfuerVeraenderungen,Prinzip des Entwurfs für Veränderungen,,,,,rdfs:subClassOf,Architekturprinzip,,,,,"Das Prinzip des Entwurfs für Veränderungen verlangt, dass die Architektur so entworfen wird, dass vorhersehbare Änderungen leicht realisiert werden können.",52,ARCHI,
PrinzipEntwurfsfuerVeraenderungen,Prinzip des Entwurfs für Veränderungen,,,,EntityType,rdfs:subClassOf,Gestaltungsprinzip,,,,,"Das Prinzip des Entwurfs
für Veränderungen verlangt, dass die Architektur so entworfen wird, dass vorhersehbare
Änderungen leicht realisiert werden können.",52,,
Procedures,CobiT Verfahren,Procedures,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Für jede Aufgabe wird definiert und bekannt gegeben, mit welchen Grundsätzen, Plänen und Verfahren die
Aufgabe geplant und entworfen, dokumentiert und überprüft sowie aufrechterhalten und verbessert wird.",61,GOVER,
Process(How?),Process  (How?),,,,EntityType,rdfs:subClassOf,Frage,,,,,,48,,
ProcessGoalsandObjectives,CobiT Ziel,Process Goals and Objectives,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Für jede Aufgabe werden Ziele definiert, die einen möglichst engen Bezug zu den Unternehmenszielen haben sollen. Die Zielerreichung soll mit Kennzahlen überprüft werden.",61,GOVER,
ProcessOwnership,CobiT Verantwortung,Process Ownership,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Für jede Aufgabe werden eine verantwortliche Person ernannt sowie deren Rolle und Verantwortungsbereich definiert (z. B. für Entwurf, Zielerreichung und Verbesserung der Aufgabe).",61,GOVER,
ProcessPerformanceImprovement,CobiT Leistungsverbesserung,Process Performance Improvement,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Für jede Aufgabe werden Kennzahlen definiert, mit denen die Leistung evaluiert werden kann. Das Ausmaß der Zielerreichung wird überprüft; bei signifikanten Soll/Ist-Abweichungen werden Verbesserungsmaßnahmen eingeleitet.",61,GOVER,
ProcessRepeatability,CobiT Reproduzierbarkeit,Process Repeatability,,,EntityType,rdfs:subClassOf,ControlObjective,,,,,"Jede Aufgabe soll so gestaltet werden, dass bei wiederholter Ausführung unter ähnlichen Rahmenbedingungen die erwünschten Ergebnisse produziert werden können. Gleichzeitig soll die Aufgabe so flexibel sein, dass auf Änderungen von Rahmenbedingungen angemessen reagiert werden kann.",61,GOVER,
Produktentwicklungszeit,Produktentwicklungszeit,,,,EntityType,rdfs:subClassOf,Wettbewerbsfaktor,,,,,,96,,
Produkthaftungsgesetz,Produkthaftungsgesetz,,"PHG (D,Ö)",,EntityType,rdfs:subClassOf,Gesetz,,,,,"Produkthaftungsgesetz (Deutschland, Österreich).",Website;67,RECHT,
Produktivitaetsstreben,Produktivitätsstreben,,,,EntityType,,,,,,,"Produktivität ist die Eigenschaft der IT, bezüglich eines geplanten oder des tatsächlichen mengenmäßigen Ertrags zum mengenmäßigen Einsatz von Oroduktionsfaktoren zur Erwirtschaftung dieses Ertrags in einer bestimmten Beziehung zu stehen. Dieses Ziel steht im Mittelpunkt des Zielsystems eines Leistungsmanagements; Leistungsobjekte sind Prozesse, Struktureinheiten oder Mitarbeiten (Teams).",106,,
Produktivitaetsstreben,Produktivitätsstreben,,,,EntityType,rdfs:subClassOf,StrategischesFormalziel,,,,,,106,,
